"key","dogstatsd_relevant","reason"
"event_monitoring_config.event_stream.kretprobe_max_active","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.event_stream.use_fentry","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.event_stream.use_kprobe_fallback","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.event_stream.use_ring_buffer","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.events_stats.polling_interval","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.events_stats.tags_cardinality","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.flush_discarder_window","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.map_dentry_resolution_enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.classifier_handle","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.classifier_priority","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.extra_private_ip_ranges","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.flow_monitor.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.flow_monitor.period","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.flow_monitor.sk_storage.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.ingress.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.lazy_interface_prefixes","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.private_ip_ranges","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.raw_classifier_handle","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.raw_packet.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.raw_packet.filter","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network.raw_packet.limiter_rate","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network_process.container_store.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network_process.container_store.max_containers_tracked","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network_process.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.network_process.max_processes_tracked","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.pid_cache_size","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.runtime_compilation.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.snapshot_using_listmount","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.span_tracking.cache_size","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.span_tracking.enabled","false","prefix indicates non-DSD subsystem"
"event_monitoring_config.syscalls_monitor.enabled","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.additional_endpoints","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.api_key","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.dd_url","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.delegated_auth.aws.region","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.delegated_auth.org_uuid","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.delegated_auth.provider","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.delegated_auth.refresh_interval_mins","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.enabled","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.max_payload_size","false","prefix indicates non-DSD subsystem"
"evp_proxy_config.receiver_timeout","false","prefix indicates non-DSD subsystem"
"exclude_ec2_tags","false","prefix indicates non-DSD subsystem"
"exclude_gce_tags","false","prefix indicates non-DSD subsystem"
"exclude_pause_container","false","prefix indicates non-DSD subsystem"
"expected_tags_duration","true","host tags transform timing for enrichment"
"expvar_port","false","expvar debug port, not DogStatsD"
"external_metrics.aggregator","false","external metrics aggregator, cluster agent"
"external_metrics_provider.api_key","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.app_key","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.batch_window","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.bucket_size","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.chunk_size","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.config","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.enable_datadogmetric_autogen","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.enabled","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.endpoint","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.endpoints","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.local_copy_refresh_rate","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.max_age","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.max_parallel_queries","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.max_time_window","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.num_workers","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.port","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.query_validity_period","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.refresh_period","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.rollup","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.split_batches_with_backoff","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.use_datadogmetric_crd","false","prefix indicates non-DSD subsystem"
"external_metrics_provider.wpa_controller","false","prefix indicates non-DSD subsystem"
"extra_config_providers","false","AD config providers, not DogStatsD"
"extra_listeners","false","AD service listeners, not DogStatsD"
"extra_tags","true","extra tags could enrich DogStatsD metrics"
"fips","false","prefix indicates non-DSD subsystem"
"fips.enabled","false","prefix indicates non-DSD subsystem"
"fips.https","false","prefix indicates non-DSD subsystem"
"fips.local_address","false","prefix indicates non-DSD subsystem"
"fips.port_range_start","false","prefix indicates non-DSD subsystem"
"fips.tls_verify","false","prefix indicates non-DSD subsystem"
"flare.profile_overhead_runtime","false","flare profiling config, not DogStatsD"
"flare.rc_profiling.blocking_rate","false","flare profiling config, not DogStatsD"
"flare.rc_profiling.mutex_fraction","false","flare profiling config, not DogStatsD"
"flare.rc_profiling.profile_duration","false","flare profiling config, not DogStatsD"
"flare.rc_streamlogs.duration","false","flare log streaming, not DogStatsD"
"flare_provider_timeout","false","prefix indicates non-DSD subsystem"
"flare_stripped_keys","false","prefix indicates non-DSD subsystem"
"fleet_layers","false","fleet/remote config layers, not DogStatsD"
"fleet_policies_dir","false","prefix indicates non-DSD subsystem"
"flush_timeout_secs","true","controls metric encoder flush interval"
"forwarder_apikey_validation_interval","true","forwarder API key check affects delivery"
"forwarder_backoff_base","true","forwarder retry backoff base in saluki"
"forwarder_backoff_factor","true","forwarder retry backoff factor in saluki"
"forwarder_backoff_max","true","forwarder retry backoff max in saluki"
"forwarder_connection_reset_interval","true","forwarder connection reset in saluki"
"forwarder_flush_to_disk_mem_ratio","true","forwarder disk flush affects metric delivery"
"forwarder_high_prio_buffer_size","true","forwarder buffer size in saluki"
"forwarder_http_protocol","true","forwarder HTTP protocol affects delivery"
"forwarder_low_prio_buffer_size","true","forwarder low prio buffer affects delivery"
"forwarder_max_concurrent_requests","true","forwarder concurrency affects throughput"
"forwarder_num_workers","true","forwarder worker count in saluki"
"forwarder_outdated_file_in_days","true","forwarder file retention affects delivery"
"forwarder_recovery_interval","true","forwarder recovery interval in saluki"
"forwarder_recovery_reset","true","forwarder recovery reset in saluki"
"forwarder_requeue_buffer_size","true","forwarder requeue buffer affects delivery"
"forwarder_retry_queue_capacity_time_interval_sec","true","forwarder retry queue timing affects metric delivery"
"forwarder_retry_queue_max_size","true","forwarder retry queue size used in saluki"
"forwarder_retry_queue_payloads_max_size","true","forwarder retry payload size used in saluki"
"forwarder_stop_timeout","true","forwarder shutdown timeout affects metric flush"
"forwarder_storage_max_disk_ratio","true","forwarder disk ratio used in saluki retry"
"forwarder_storage_max_size_in_bytes","true","forwarder disk storage size used in saluki"
"forwarder_storage_path","true","forwarder storage path used in saluki retry"
"forwarder_timeout","true","forwarder request timeout used in saluki"
"gce_metadata_timeout","false","GCE metadata timeout not DogStatsD related"
"gce_send_project_id_tag","false","GCE project ID tag is cloud provider metadata"
"go_core_dump","false","Go runtime core dump config not relevant"
"gpu.disabled_collectors","false","GPU collector config not DogStatsD related"
"gpu.enabled","false","GPU monitoring not DogStatsD related"
"gpu.integrate_with_workloadmeta_processes","false","GPU workloadmeta not DogStatsD related"
"gpu.nvml_lib_path","false","GPU NVML library path not DogStatsD related"
"gpu.sp_process_metrics_request_timeout","false","GPU process metrics not DogStatsD related"
"gpu.use_sp_process_metrics","false","GPU process metrics not DogStatsD related"
"gpu.workload_tag_cache_size","false","GPU workload tagging not DogStatsD related"
"gpu_monitoring.attacher_detailed_logs","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.cgroup_reapply_infinitely","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.cgroup_reapply_interval","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.configure_cgroup_perms","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.device_cache_refresh_interval","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.enable_fatbin_parsing","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.enabled","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.fatbin_request_queue_size","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.initial_process_sync","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.nvml_lib_path","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.process_scan_interval_seconds","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.ring_buffer_pages_per_device","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.ringbuffer_flush_interval","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.ringbuffer_wakeup_size","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.streams.max_active","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.streams.max_kernel_launches","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.streams.max_mem_alloc_events","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.streams.max_pending_kernel_spans","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.streams.max_pending_memory_spans","false","prefix indicates non-DSD subsystem"
"gpu_monitoring.streams.timeout_seconds","false","prefix indicates non-DSD subsystem"
"ha_agent","false","HA agent config section not DogStatsD related"
"ha_agent.enabled","false","HA agent feature not DogStatsD related"
"ha_agent.group","false","HA agent grouping not DogStatsD related"
"health_platform.enabled","false","health platform monitoring not DogStatsD"
"health_platform.forwarder.interval","false","health platform forwarder not DogStatsD"
"health_port","false","agent health check port not DogStatsD"
